1 0.9996 0.998401 0.996406 0.99362 0.99005 0.985703 0.980591 0.974725 0.968119 0.960789 0.952753 0.944027 0.934634 0.924595 0.913931 0.902668 0.890831 0.878447 0.865541 0.852144 0.838283 0.823987 0.809288 0.794216 0.778801 0.763074 0.747067 0.730811 0.714337 0.697676 0.680859 0.663916 0.646876 0.62977 0.612626 0.595473 0.578336 0.561244 0.544221 0.527292 0.510482 0.493812 0.477305 0.46098 0.444858 0.428956 0.413292 0.397882 0.38274 0.367879 
0.998401 0.998004 0.996809 0.994819 0.992039 0.988475 0.984136 0.979032 0.973176 0.966581 0.959264 0.95124 0.942529 0.933151 0.923127 0.912481 0.901236 0.889418 0.877053 0.864168 0.850791 0.836952 0.82268 0.808004 0.792955 0.777564 0.761863 0.745881 0.729651 0.713203 0.696568 0.679777 0.662861 0.645849 0.62877 0.611653 0.594526 0.577417 0.560351 0.543355 0.526453 0.50967 0.493026 0.476545 0.460246 0.444149 0.428273 0.412633 0.397247 0.382128 0.367291 
0.99362 0.993227 0.992039 0.990059 0.987293 0.983747 0.979429 0.974351 0.968523 0.96196 0.954678 0.946693 0.938024 0.92869 0.918715 0.90812 0.896929 0.885167 0.872861 0.860038 0.846725 0.832952 0.818748 0.804142 0.789165 0.773848 0.758221 0.742316 0.726163 0.709794 0.693238 0.676528 0.659692 0.642761 0.625763 0.608728 0.591683 0.574655 0.557671 0.540757 0.523936 0.507232 0.490668 0.474265 0.458044 0.442024 0.426223 0.410658 0.395345 0.380299 0.365533 
0.985703 0.985313 0.984136 0.982173 0.979429 0.975912 0.971629 0.966592 0.960811 0.954301 0.947076 0.939155 0.930555 0.921297 0.9114 0.90089 0.889788 0.87812 0.865912 0.853191 0.839984 0.826321 0.812229 0.79774 0.782882 0.767687 0.752185 0.736406 0.720381 0.704142 0.687719 0.671141 0.654439 0.637643 0.620781 0.603881 0.586971 0.570079 0.55323 0.53645 0.519763 0.503192 0.48676 0.470488 0.454396 0.438503 0.422828 0.407387 0.392196 0.377269 0.36262 
0.974725 0.97434 0.973176 0.971235 0.968522 0.965045 0.96081 0.955829 0.950113 0.943675 0.936532 0.928699 0.920195 0.911039 0.901254 0.89086 0.879882 0.868344 0.856272 0.843692 0.830633 0.817121 0.803187 0.788859 0.774166 0.75914 0.74381 0.728207 0.712361 0.696303 0.680062 0.663669 0.647153 0.630543 0.613869 0.597157 0.580436 0.563732 0.54707 0.530477 0.513975 0.497589 0.48134 0.465249 0.449336 0.43362 0.418119 0.40285 0.387828 0.373067 0.358581 
0.960789 0.96041 0.959263 0.95735 0.954677 0.951249 0.947075 0.942165 0.936531 0.930186 0.923144 0.915424 0.907041 0.898017 0.888371 0.878126 0.867305 0.855932 0.844032 0.831632 0.81876 0.805441 0.791706 0.777582 0.7631 0.748289 0.733178 0.717798 0.702178 0.686349 0.670341 0.654182 0.637902 0.62153 0.605093 0.588621 0.572138 0.555673 0.53925 0.522893 0.506628 0.490475 0.474458 0.458597 0.442912 0.427421 0.412142 0.397091 0.382283 0.367734 0.353455 
0.944027 0.943655 0.942528 0.940648 0.938021 0.934654 0.930553 0.925729 0.920193 0.913958 0.90704 0.899454 0.891218 0.882351 0.872873 0.862807 0.852174 0.841 0.829308 0.817124 0.804476 0.79139 0.777894 0.764017 0.749788 0.735235 0.720387 0.705275 0.689928 0.674375 0.658646 0.642769 0.626773 0.610686 0.594537 0.578351 0.562157 0.545979 0.529842 0.513771 0.497789 0.481918 0.466181 0.450596 0.435185 0.419964 0.404951 0.390163 0.375614 0.361318 0.347288 
0.924595 0.924229 0.923125 0.921284 0.918712 0.915413 0.911397 0.906672 0.90125 0.895144 0.888368 0.880938 0.872871 0.864187 0.854904 0.845045 0.834631 0.823687 0.812236 0.800303 0.787915 0.775099 0.761881 0.748289 0.734352 0.720099 0.705557 0.690756 0.675725 0.660492 0.645087 0.629537 0.61387 0.598114 0.582297 0.566445 0.550584 0.534739 0.518934 0.503194 0.487541 0.471997 0.456584 0.44132 0.426226 0.411318 0.396615 0.382131 0.367882 0.35388 0.340139 
0.902668 0.902312 0.901233 0.899436 0.896924 0.893704 0.889782 0.885169 0.879876 0.873914 0.867299 0.860045 0.85217 0.843691 0.834629 0.825004 0.814837 0.804152 0.792972 0.781323 0.769228 0.756716 0.743811 0.730542 0.716936 0.70302 0.688823 0.674374 0.659699 0.644827 0.629787 0.614606 0.599311 0.583929 0.568487 0.55301 0.537525 0.522056 0.506626 0.49126 0.475978 0.460803 0.445755 0.430853 0.416117 0.401563 0.387209 0.373068 0.359157 0.345488 0.332073 
0.878447 0.878099 0.877049 0.8753 0.872855 0.869721 0.865904 0.861415 0.856264 0.850462 0.844024 0.836965 0.829301 0.82105 0.81223 0.802863 0.792969 0.782571 0.771691 0.760354 0.748584 0.736407 0.723849 0.710936 0.697695 0.684153 0.670337 0.656275 0.641994 0.627522 0.612885 0.598111 0.583226 0.568257 0.55323 0.538169 0.523099 0.508045 0.49303 0.478075 0.463204 0.448436 0.433792 0.419291 0.40495 0.390787 0.376817 0.363057 0.349519 0.336217 0.323162 
0.852144 0.851806 0.850787 0.84909 0.846718 0.843677 0.839975 0.83562 0.830622 0.824994 0.818749 0.811901 0.804466 0.796462 0.787907 0.77882 0.769222 0.759135 0.748581 0.737583 0.726166 0.714354 0.702171 0.689645 0.6768 0.663664 0.650262 0.636621 0.622767 0.608728 0.59453 0.580199 0.56576 0.551239 0.536661 0.522052 0.507433 0.49283 0.478264 0.463758 0.449332 0.435007 0.420801 0.406734 0.392823 0.379084 0.365533 0.352185 0.339053 0.32615 0.313486 
0.823987 0.82366 0.822675 0.821033 0.818739 0.815798 0.812218 0.808006 0.803174 0.797731 0.791692 0.78507 0.777881 0.770141 0.761868 0.753082 0.743801 0.734047 0.723842 0.713208 0.702168 0.690746 0.678966 0.666853 0.654433 0.641731 0.628771 0.615581 0.602186 0.588611 0.574882 0.561024 0.547062 0.533021 0.518925 0.504799 0.490664 0.476543 0.462459 0.448432 0.434483 0.420631 0.406895 0.393293 0.379842 0.366557 0.353454 0.340547 0.327849 0.315373 0.303128 
0.794216 0.7939 0.792949 0.791366 0.789155 0.78632 0.782869 0.778809 0.774151 0.768905 0.763083 0.7567 0.749771 0.74231 0.734337 0.725867 0.716922 0.70752 0.697684 0.687434 0.676792 0.665783 0.654429 0.642754 0.630783 0.618539 0.606048 0.593335 0.580423 0.567339 0.554106 0.540749 0.527292 0.513758 0.500172 0.486556 0.472931 0.459321 0.445746 0.432226 0.418781 0.40543 0.392191 0.37908 0.366115 0.353311 0.340682 0.328242 0.316003 0.303977 0.292176 
0.763074 0.76277 0.761856 0.760335 0.758209 0.755485 0.752169 0.748268 0.743792 0.738751 0.733158 0.727025 0.720367 0.713199 0.705538 0.6974 0.688805 0.679772 0.670321 0.660473 0.650249 0.639672 0.628763 0.617546 0.606044 0.59428 0.582279 0.570064 0.557659 0.545088 0.532374 0.519541 0.506611 0.493609 0.480555 0.467473 0.454383 0.441307 0.428264 0.415275 0.402357 0.38953 0.37681 0.364214 0.351758 0.339456 0.327322 0.31537 0.303612 0.292058 0.280719 
0.730811 0.730519 0.729643 0.728186 0.72615 0.72354 0.720363 0.716627 0.71234 0.707512 0.702155 0.696281 0.689905 0.683039 0.675702 0.667908 0.659677 0.651026 0.641974 0.632542 0.622751 0.61262 0.602172 0.59143 0.580414 0.569148 0.557654 0.545956 0.534075 0.522036 0.509859 0.497569 0.485186 0.472734 0.460232 0.447704 0.435167 0.422644 0.410153 0.397713 0.385342 0.373057 0.360875 0.348812 0.336883 0.325102 0.313481 0.302035 0.290774 0.279709 0.26885 
0.697676 0.697397 0.69656 0.695168 0.693223 0.690732 0.687699 0.684131 0.680038 0.675429 0.670315 0.664707 0.658619 0.652065 0.64506 0.637619 0.629761 0.621502 0.612861 0.603857 0.594509 0.584838 0.574864 0.564608 0.554092 0.543337 0.532364 0.521196 0.509854 0.498361 0.486737 0.475004 0.463183 0.451295 0.439361 0.4274 0.415432 0.403477 0.391553 0.379677 0.367867 0.356139 0.34451 0.332994 0.321606 0.310359 0.299266 0.288339 0.277589 0.267027 0.256661 
