0, 2
0.05, 2.05125
0.1, 2.105
0.15, 2.16125
0.2, 2.22
0.25, 2.28125
0.3, 2.345
0.35, 2.41125
0.4, 2.48
0.45, 2.55125
0.5, 2.625
0.55, 2.70125
0.6, 2.78
0.65, 2.86125
0.7, 2.945
0.75, 3.03125
0.8, 3.12
0.85, 3.21125
0.9, 3.305
0.95, 3.40125
1, 3.5
