t, y
21.0625, 0
21.0781, 0
21.0938, 0
21.1094, 0
21.125, 0
21.1406, 0
21.1562, 0
21.1719, 0
21.1875, 0
21.2031, 0
21.2188, 0
21.2344, 0
21.25, 0
21.2656, 0
21.2812, 0
21.2969, 0
21.3125, 0
21.3281, 0
21.3438, 0
21.3594, 0
21.375, 0
21.3906, 0
21.4062, 0
21.4219, 0
21.4375, 0
21.4531, 0
21.4688, 0
21.4844, 0
21.5, 0
21.5156, 0
21.5312, 0
21.5469, 0
21.5625, 0
21.5781, 0
21.5938, 0
21.6094, 0
21.625, 0
21.6406, 0
21.6562, 0
21.6719, 0
21.6875, 0
21.7031, 0
21.7188, 0
21.7344, 0
21.75, 0
21.7656, 0
21.7812, 0
21.7969, 0
21.8125, 0
21.8281, 0
21.8438, 0
21.8594, 0
21.875, 0
21.8906, 0
21.9062, 0
21.9219, 0
21.9375, 0
21.9531, 0
21.9688, 0
21.9844, 0
22, 0
22.0156, 0
22.0312, 0
22.0469, 0
22.0625, 0
22.0781, 0
22.0938, 0
22.1094, 0
22.125, 0
22.1406, 0
22.1562, 0
22.1719, 0
22.1875, 0
22.2031, 0
22.2188, 0
22.2344, 0
22.25, 0
22.2656, 0
22.2812, 0
22.2969, 0
22.3125, 0
22.3281, 0
22.3438, 0
22.3594, 0
22.375, 0
22.3906, 0
22.4062, 0
22.4219, 0
22.4375, 0
22.4531, 0
22.4688, 0
22.4844, 0
22.5, 0
22.5156, 0
22.5312, 0
22.5469, 0
22.5625, 0
22.5781, 0
22.5938, 0
22.6094, 0
22.625, 0
22.6406, 0
22.6562, 0
22.6719, 0
22.6875, 0
22.7031, 0
22.7188, 0
22.7344, 0
22.75, 0
22.7656, 0
22.7812, 0
22.7969, 0
22.8125, 0
22.8281, 0
22.8438, 0
22.8594, 0
22.875, 0
22.8906, 0
22.9062, 0
22.9219, 0
22.9375, 0
22.9531, 0
22.9688, 0
22.9844, 0
23, 0
23.0156, 0
23.0312, 0
23.0469, 0
23.0625, 0
23.0781, 0
23.0938, 0
23.1094, 0
23.125, 0
23.1406, 0
23.1562, 0
23.1719, 0
23.1875, 0
23.2031, 0
23.2188, 0
23.2344, 0
23.25, 0
23.2656, 0
23.2812, 0
23.2969, 0
23.3125, 0
23.3281, 0
23.3438, 0
23.3594, 0
23.375, 0
23.3906, 0
23.4062, 0
23.4219, 0
23.4375, 0
23.4531, 0
23.4688, 0
23.4844, 0
23.5, 0
23.5156, 0
23.5312, 0
23.5469, 0
23.5625, 0
23.5781, 0
23.5938, 0
23.6094, 0
23.625, 0
23.6406, 0
23.6562, 0
23.6719, 0
23.6875, 0
23.7031, 0
23.7188, 0
23.7344, 0
23.75, 0
23.7656, 0
23.7812, 0
23.7969, 0
23.8125, 0
23.8281, 0
23.8438, 0
23.8594, 0
23.875, 0
23.8906, 0
23.9062, 0
23.9219, 0
23.9375, 0
23.9531, 0
23.9688, 0
23.9844, 0
24, 0
24.0156, 0
24.0312, 0
24.0469, 0
24.0625, 0
24.0781, 0
24.0938, 0
24.1094, 0
24.125, 0
24.1406, 0
24.1562, 0
24.1719, 0
24.1875, 0
24.2031, 0
24.2188, 0
24.2344, 0
24.25, 0
24.2656, 0
24.2812, 0
24.2969, 0
24.3125, 0
24.3281, 0
24.3438, 0
24.3594, 0
24.375, 0
24.3906, 0
24.4062, 0
24.4219, 0
24.4375, 0
24.4531, 0
24.4688, 0
24.4844, 0
24.5, 0
24.5156, 0
24.5312, 0
24.5469, 0
24.5625, 0
24.5781, 0
24.5938, 0
24.6094, 0
24.625, 0
24.6406, 0
24.6562, 0
24.6719, 0
24.6875, 0
24.7031, 0
24.7188, 0
24.7344, 0
24.75, 0
24.7656, 0
24.7812, 0
24.7969, 0
24.8125, 0
24.8281, 0
24.8438, 0
24.8594, 0
24.875, 0
24.8906, 0
24.9062, 0
24.9219, 0
24.9375, 0
24.9531, 0
24.9688, 0
24.9844, 0
25, 0
25.0156, 0
25.0312, 0
25.0469, 0
25.0625, 0
25.0781, 0
25.0938, 0
25.1094, 0
25.125, 0
25.1406, 0
25.1562, 0
25.1719, 0
25.1875, 0
25.2031, 0
25.2188, 0
25.2344, 0
25.25, 0
25.2656, 0
25.2812, 0
25.2969, 0
25.3125, 0
25.3281, 0
25.3438, 0
25.3594, 0
25.375, 0
25.3906, 0
25.4062, 0
25.4219, 0
25.4375, 0
25.4531, 0
25.4688, 0
25.4844, 0
25.5, 0
25.5156, 0
25.5312, 0
25.5469, 0
25.5625, 0
25.5781, 0
25.5938, 0
25.6094, 0
25.625, 0
25.6406, 0
25.6562, 0
25.6719, 0
25.6875, 0
25.7031, 0
25.7188, 0
25.7344, 0
25.75, 0
25.7656, 0
25.7812, 0
25.7969, 0
25.8125, 0
25.8281, 0
25.8438, 0
25.8594, 0
25.875, 0
25.8906, 0
25.9062, 0
25.9219, 0
25.9375, 0
25.9531, 0
25.9688, 0
25.9844, 0
26, 0
26.0156, 0
26.0312, 0
26.0469, 0
26.0625, 0
26.0781, 0
26.0938, 0
26.1094, 0
26.125, 0
26.1406, 0
26.1562, 0
26.1719, 0
26.1875, 0
26.2031, 0
26.2188, 0
26.2344, 0
26.25, 0
26.2656, 0
26.2812, 0
26.2969, 0
26.3125, 0
26.3281, 0
26.3438, 0
26.3594, 0
26.375, 0
26.3906, 0
26.4062, 0
26.4219, 0
26.4375, 0
26.4531, 0
26.4688, 0
26.4844, 0
26.5, 0
26.5156, 0
26.5312, 0
26.5469, 0
26.5625, 0
26.5781, 0
26.5938, 0
26.6094, 0
26.625, 0
26.6406, 0
26.6562, 0
26.6719, 0
26.6875, 0
26.7031, 0
26.7188, 0
26.7344, 0
26.75, 0
26.7656, 0
26.7812, 0
26.7969, 0
26.8125, 0
26.8281, 0
26.8438, 0
26.8594, 0
26.875, 0
26.8906, 0
26.9062, 0
26.9219, 0
26.9375, 0
26.9531, 0
26.9688, 0
26.9844, 0
27, 0
27.0156, 0
27.0312, 0
27.0469, 0
27.0625, 0
27.0781, 0
27.0938, 0
27.1094, 0
27.125, 0
27.1406, 0
27.1562, 0
27.1719, 0
27.1875, 0
27.2031, 0
27.2188, 0
27.2344, 0
27.25, 0
27.2656, 0
27.2812, 0
27.2969, 0
27.3125, 0
27.3281, 0
27.3438, 0
27.3594, 0
27.375, 0
27.3906, 0
27.4062, 0
27.4219, 0
27.4375, 0
27.4531, 0
27.4688, 0
27.4844, 0
27.5, 0
27.5156, 0
27.5312, 0
27.5469, 0
27.5625, 0
27.5781, 0
27.5938, 0
27.6094, 0
27.625, 0
27.6406, 0
27.6562, 0
27.6719, 0
27.6875, 0
27.7031, 0
27.7188, 0
27.7344, 0
27.75, 0
27.7656, 0
27.7812, 0
27.7969, 0
27.8125, 0
27.8281, 0
27.8438, 0
27.8594, 0
27.875, 0
27.8906, 0
27.9062, 0
27.9219, 0
27.9375, 0
27.9531, 0
27.9688, 0
27.9844, 0
28, 0
28.0156, 0
28.0312, 0
28.0469, 0
28.0625, 0
28.0781, 0
28.0938, 0
28.1094, 0
28.125, 0
28.1406, 0
28.1562, 0
28.1719, 0
28.1875, 0
28.2031, 0
28.2188, 0
28.2344, 0
28.25, 0
28.2656, 0
28.2812, 0
28.2969, 0
28.3125, 0
28.3281, 0
28.3438, 0
28.3594, 0
28.375, 0
28.3906, 0
28.4062, 0
28.4219, 0
28.4375, 0
28.4531, 0
28.4688, 0
28.4844, 0
28.5, 0
28.5156, 0
28.5312, 0
28.5469, 0
28.5625, 0
28.5781, 0
28.5938, 0
28.6094, 0
28.625, 0
28.6406, 0
28.6562, 0
28.6719, 0
28.6875, 0
28.7031, 0
28.7188, 0
28.7344, 0
28.75, 0
28.7656, 0
28.7812, 0
28.7969, 0
28.8125, 0
28.8281, 0
28.8438, 0
28.8594, 0
28.875, 0
28.8906, 0
28.9062, 0
28.9219, 0
28.9375, 0
28.9531, 0
28.9688, 0
28.9844, 0
29, 0
29.0156, 0
29.0312, 0
29.0469, 0
29.0625, 0
29.0781, 0
29.0938, 0
29.1094, 0
29.125, 0
29.1406, 0
29.1562, 0
29.1719, 0
29.1875, 0
29.2031, 0
29.2188, 0
29.2344, 0
29.25, 0
29.2656, 0
29.2812, 0
29.2969, 0
29.3125, 0
29.3281, 0
29.3438, 0
29.3594, 0
29.375, 0
29.3906, 0
29.4062, 0
29.4219, 0
29.4375, 0
29.4531, 0
29.4688, 0
29.4844, 0
29.5, 0
29.5156, 0
29.5312, 0
29.5469, 0
29.5625, 0
29.5781, 0
29.5938, 0
29.6094, 0
29.625, 0
29.6406, 0
29.6562, 0
29.6719, 0
29.6875, 0
29.7031, 0
29.7188, 0
29.7344, 0
29.75, 0
29.7656, 0
29.7812, 0
29.7969, 0
29.8125, 0
29.8281, 0
29.8438, 0
29.8594, 0
29.875, 0
29.8906, 0
29.9062, 0
29.9219, 0
29.9375, 0
29.9531, 0
29.9688, 0
29.9844, 0
30, 0
30.0156, 0
30.0312, 0
30.0469, 0
30.0625, 0
30.0781, 0
30.0938, 0
30.1094, 0
30.125, 0
30.1406, 0
30.1562, 0
30.1719, 0
30.1875, 0
30.2031, 0
30.2188, 0
30.2344, 0
30.25, 0
30.2656, 0
30.2812, 0
30.2969, 0
30.3125, 0
30.3281, 0
30.3438, 0
30.3594, 0
30.375, 0
30.3906, 0
30.4062, 0
30.4219, 0
30.4375, 0
30.4531, 0
30.4688, 0
30.4844, 0
30.5, 0
30.5156, 0
30.5312, 0
30.5469, 0
30.5625, 0
30.5781, 0
30.5938, 0
30.6094, 0
30.625, 0
30.6406, 0
30.6562, 0
30.6719, 0
30.6875, 0
30.7031, 0
30.7188, 0
30.7344, 0
30.75, 0
30.7656, 0
30.7812, 0
30.7969, 0
30.8125, 0
30.8281, 0
30.8438, 0
30.8594, 0
30.875, 0
30.8906, 0
30.9062, 0
30.9219, 0
30.9375, 0
30.9531, 0
30.9688, 0
30.9844, 0
31, 0
31.0156, 0
31.0312, 0
31.0469, 0
31.0625, 0
31.0781, 0
31.0938, 0
31.1094, 0
31.125, 0
31.1406, 0
31.1562, 0
31.1719, 0
31.1875, 0
31.2031, 0
31.2188, 0
31.2344, 0
31.25, 0
31.2656, 0
31.2812, 0
31.2969, 0
31.3125, 0
31.3281, 0
31.3438, 0
31.3594, 0
31.375, 0
31.3906, 0
31.4062, 0
31.4219, 0
31.4375, 0
31.4531, 0
31.4688, 0
31.4844, 0
31.5, 0
31.5156, 0
31.5312, 0
31.5469, 0
31.5625, 0
31.5781, 0
31.5938, 0
31.6094, 0
31.625, 0
31.6406, 0
31.6562, 0
31.6719, 0
31.6875, 0
31.7031, 0
31.7188, 0
31.7344, 0
31.75, 0
31.7656, 0
31.7812, 0
31.7969, 0
31.8125, 0
31.8281, 0
31.8438, 0
31.8594, 0
31.875, 0
31.8906, 0
31.9062, 0
31.9219, 0
31.9375, 0
31.9531, 0
31.9688, 0
31.9844, 0
32, 0
32.0156, 0
32.0312, 0
32.0469, 0
32.0625, 0
32.0781, 0
32.0938, 0
32.1094, 0
32.125, 0
32.1406, 0
32.1562, 0
32.1719, 0
32.1875, 0
32.2031, 0
32.2188, 0
32.2344, 0
32.25, 0
32.2656, 0
32.2812, 0
32.2969, 0
32.3125, 0
32.3281, 0
32.3438, 0
32.3594, 0
32.375, 0
32.3906, 0
32.4062, 0
32.4219, 0
32.4375, 0
32.4531, 0
32.4688, 0
32.4844, 0
32.5, 0
32.5156, 0
32.5312, 0
32.5469, 0
32.5625, 0
32.5781, 0
32.5938, 0
32.6094, 0
32.625, 0
32.6406, 0
32.6562, 0
32.6719, 0
32.6875, 0
32.7031, 0
32.7188, 0
32.7344, 0
32.75, 0
32.7656, 0
32.7812, 0
32.7969, 0
32.8125, 0
32.8281, 0
32.8438, 0
32.8594, 0
32.875, 0
32.8906, 0
32.9062, 0
32.9219, 0
32.9375, 0
32.9531, 0
32.9688, 0
32.9844, 0
33, 0
33.0156, 0
33.0312, 0
33.0469, 0
33.0625, 0
33.0781, 0
33.0938, 0
33.1094, 0
33.125, 0
33.1406, 0
33.1562, 0
33.1719, 0
33.1875, 0
33.2031, 0
33.2188, 0
33.2344, 0
33.25, 0
33.2656, 0
33.2812, 0
33.2969, 0
33.3125, 0
33.3281, 0
33.3438, 0
33.3594, 0
33.375, 0
33.3906, 0
33.4062, 0
33.4219, 0
33.4375, 0
33.4531, 0
33.4688, 0
33.4844, 0
33.5, 0
33.5156, 0
33.5312, 0
33.5469, 0
33.5625, 0
33.5781, 0
33.5938, 0
33.6094, 0
33.625, 0
33.6406, 0
33.6562, 0
33.6719, 0
33.6875, 0
33.7031, 0
33.7188, 0
33.7344, 0
33.75, 0
33.7656, 0
33.7812, 0
33.7969, 0
33.8125, 0
33.8281, 0
33.8438, 0
33.8594, 0
33.875, 0
33.8906, 0
33.9062, 0
33.9219, 0
33.9375, 0
33.9531, 0
33.9688, 0
33.9844, 0
34, 0
34.0156, 0
34.0312, 0
34.0469, 0
34.0625, 0
34.0781, 0
34.0938, 0
34.1094, 0
34.125, 0
34.1406, 0
34.1562, 0
34.1719, 0
34.1875, 0
34.2031, 0
34.2188, 0
34.2344, 0
34.25, 0
34.2656, 0
34.2812, 0
34.2969, 0
34.3125, 0
34.3281, 0
34.3438, 0
34.3594, 0
34.375, 0
34.3906, 0
34.4062, 0
34.4219, 0
34.4375, 0
34.4531, 0
34.4688, 0
34.4844, 0
34.5, 0
34.5156, 0
34.5312, 0
34.5469, 0
34.5625, 0
34.5781, 0
34.5938, 0
34.6094, 0
34.625, 0
34.6406, 0
34.6562, 0
34.6719, 0
34.6875, 0
34.7031, 0
34.7188, 0
34.7344, 0
34.75, 0
34.7656, 0
34.7812, 0
34.7969, 0
34.8125, 0
34.8281, 0
34.8438, 0
34.8594, 0
34.875, 0
34.8906, 0
34.9062, 0
34.9219, 0
34.9375, 0
34.9531, 0
34.9688, 0
34.9844, 0
35, 0
35.0156, 0
35.0312, 0
35.0469, 0
35.0625, 0
35.0781, 0
35.0938, 0
35.1094, 0
35.125, 0
35.1406, 0
35.1562, 0
35.1719, 0
35.1875, 0
35.2031, 0
35.2188, 0
35.2344, 0
35.25, 0
35.2656, 0
35.2812, 0
35.2969, 0
35.3125, 0
35.3281, 0
35.3438, 0
35.3594, 0
35.375, 0
35.3906, 0
35.4062, 0
35.4219, 0
35.4375, 0
35.4531, 0
35.4688, 0
35.4844, 0
35.5, 0
35.5156, 0
35.5312, 0
35.5469, 0
35.5625, 0
35.5781, 0
35.5938, 0
35.6094, 0
35.625, 0
35.6406, 0
35.6562, 0
35.6719, 0
35.6875, 0
35.7031, 0
35.7188, 0
35.7344, 0
35.75, 0
35.7656, 0
35.7812, 0
35.7969, 0
35.8125, 0
35.8281, 0
35.8438, 0
35.8594, 0
35.875, 0
35.8906, 0
35.9062, 0
35.9219, 0
35.9375, 0
35.9531, 0
35.9688, 0
35.9844, 0
36, 0
36.0156, 0
36.0312, 0
36.0469, 0
36.0625, 0
36.0781, 0
36.0938, 0
36.1094, 0
36.125, 0
36.1406, 0
36.1562, 0
36.1719, 0
36.1875, 0
36.2031, 0
36.2188, 0
36.2344, 0
36.25, 0
36.2656, 0
36.2812, 0
36.2969, 0
36.3125, 0
36.3281, 0
36.3438, 0
36.3594, 0
36.375, 0
36.3906, 0
36.4062, 0
36.4219, 0
36.4375, 0
36.4531, 0
36.4688, 0
36.4844, 0
36.5, 0
36.5156, 0
36.5312, 0
36.5469, 0
36.5625, 0
36.5781, 0
36.5938, 0
36.6094, 0
36.625, 0
36.6406, 0
36.6562, 0
36.6719, 0
36.6875, 0
36.7031, 0
36.7188, 0
36.7344, 0
36.75, 0
36.7656, 0
36.7812, 0
36.7969, 0
36.8125, 0
36.8281, 0
36.8438, 0
36.8594, 0
36.875, 0
36.8906, 0
36.9062, 0
36.9219, 0
36.9375, 0
36.9531, 0
36.9688, 0
36.9844, 0
37, 0
37.0156, 0
37.0312, 0
37.0469, 0
37.0625, 0
37.0781, 0
37.0938, 0
37.1094, 0
37.125, 0
37.1406, 0
37.1562, 0
37.1719, 0
37.1875, 0
37.2031, 0
37.2188, 0
37.2344, 0
37.25, 0
37.2656, 0
37.2812, 0
37.2969, 0
37.3125, 0
37.3281, 0
37.3438, 0
37.3594, 0
37.375, 0
37.3906, 0
37.4062, 0
37.4219, 0
37.4375, 0
37.4531, 0
37.4688, 0
37.4844, 0
37.5, 0
37.5156, 0
37.5312, 0
37.5469, 0
37.5625, 0
37.5781, 0
37.5938, 0
37.6094, 0
37.625, 0
37.6406, 0
37.6562, 0
37.6719, 0
37.6875, 0
37.7031, 0
37.7188, 0
37.7344, 0
37.75, 0
37.7656, 0
37.7812, 0
37.7969, 0
37.8125, 0
37.8281, 0
37.8438, 0
37.8594, 0
37.875, 0
37.8906, 0
37.9062, 0
37.9219, 0
37.9375, 0
37.9531, 0
37.9688, 0
37.9844, 0
38, 0
38.0156, 0
38.0312, 0
38.0469, 0
38.0625, 0
38.0781, 0
38.0938, 0
38.1094, 0
38.125, 0
38.1406, 0
38.1562, 0
38.1719, 0
38.1875, 0
38.2031, 0
38.2188, 0
38.2344, 0
38.25, 0
38.2656, 0
38.2812, 0
38.2969, 0
38.3125, 0
38.3281, 0
38.3438, 0
38.3594, 0
38.375, 0
38.3906, 0
38.4062, 0
38.4219, 0
38.4375, 0
38.4531, 0
38.4688, 0
38.4844, 0
38.5, 0
38.5156, 0
38.5312, 0
38.5469, 0
38.5625, 0
38.5781, 0
38.5938, 0
38.6094, 0
38.625, 0
38.6406, 0
38.6562, 0
38.6719, 0
38.6875, 0
38.7031, 0
38.7188, 0
38.7344, 0
38.75, 0
38.7656, 0
38.7812, 0
38.7969, 0
38.8125, 0
38.8281, 0
38.8438, 0
38.8594, 0
38.875, 0
38.8906, 0
38.9062, 0
38.9219, 0
38.9375, 0
38.9531, 0
38.9688, 0
38.9844, 0
39, 0
39.0156, 0
39.0312, 0
39.0469, 0
39.0625, 0
39.0781, 0
39.0938, 0
39.1094, 0
39.125, 0
39.1406, 0
39.1562, 0
39.1719, 0
39.1875, 0
39.2031, 0
39.2188, 0
39.2344, 0
39.25, 0
39.2656, 0
39.2812, 0
39.2969, 0
39.3125, 0
39.3281, 0
39.3438, 0
39.3594, 0
39.375, 0
39.3906, 0
39.4062, 0
39.4219, 0
39.4375, 0
39.4531, 0
39.4688, 0
39.4844, 0
39.5, 0
39.5156, 0
39.5312, 0
39.5469, 0
39.5625, 0
39.5781, 0
39.5938, 0
39.6094, 0
39.625, 0
39.6406, 0
39.6562, 0
39.6719, 0
39.6875, 0
39.7031, 0
39.7188, 0
39.7344, 0
39.75, 0
39.7656, 0
39.7812, 0
39.7969, 0
39.8125, 0
39.8281, 0
39.8438, 0
39.8594, 0
39.875, 0
39.8906, 0
39.9062, 0
39.9219, 0
39.9375, 0
39.9531, 0
39.9688, 0
39.9844, 0
40, 0
40.0156, 0
40.0312, 0
40.0469, 0
40.0625, 0
40.0781, 0
40.0938, 0
40.1094, 0
40.125, 0
40.1406, 0
40.1562, 0
40.1719, 0
40.1875, 0
40.2031, 0
40.2188, 0
40.2344, 0
40.25, 0
40.2656, 0
40.2812, 0
40.2969, 0
40.3125, 0
40.3281, 0
40.3438, 0
40.3594, 0
40.375, 0
40.3906, 0
40.4062, 0
40.4219, 0
40.4375, 0
40.4531, 0
40.4688, 0
40.4844, 0
40.5, 0
40.5156, 0
40.5312, 0
40.5469, 0
40.5625, 0
40.5781, 0
40.5938, 0
40.6094, 0
40.625, 0
40.6406, 0
40.6562, 0
40.6719, 0
40.6875, 0
40.7031, 0
40.7188, 0
40.7344, 0
40.75, 0
40.7656, 0
40.7812, 0
40.7969, 0
40.8125, 0
40.8281, 0
40.8438, 0
40.8594, 0
40.875, 0
40.8906, 0
40.9062, 0
40.9219, 0
40.9375, 0
40.9531, 0
40.9688, 0
40.9844, 0
41, 0
41.0156, 0
41.0312, 0
41.0469, 0
41.0625, 0
41.0781, 0
41.0938, 0
41.1094, 0
41.125, 0
41.1406, 0
41.1562, 0
41.1719, 0
41.1875, 0
41.2031, 0
41.2188, 0
41.2344, 0
41.25, 0
41.2656, 0
41.2812, 0
41.2969, 0
41.3125, 0
41.3281, 0
41.3438, 0
41.3594, 0
41.375, 0
41.3906, 0
41.4062, 0
41.4219, 0
41.4375, 0
41.4531, 0
41.4688, 0
41.4844, 0
41.5, 0
41.5156, 0
41.5312, 0
41.5469, 0
41.5625, 0
41.5781, 0
41.5938, 0
41.6094, 0
41.625, 0
41.6406, 0
41.6562, 0
41.6719, 0
41.6875, 0
41.7031, 0
41.7188, 0
41.7344, 0
41.75, 0
41.7656, 0
41.7812, 0
41.7969, 0
41.8125, 0
41.8281, 0
41.8438, 0
41.8594, 0
41.875, 0
41.8906, 0
41.9062, 0
41.9219, 0
41.9375, 0
41.9531, 0
41.9688, 0
41.9844, 0
42, 0
42.0156, 0
42.0312, 0
42.0469, 0
42.0625, 0
42.0781, 0
42.0938, 0
42.1094, 0
42.125, 0
42.1406, 0
42.1562, 0
42.1719, 0
42.1875, 0
42.2031, 0
42.2188, 0
42.2344, 0
42.25, 0
42.2656, 0
42.2812, 0
42.2969, 0
42.3125, 0
42.3281, 0
42.3438, 0
42.3594, 0
42.375, 0
42.3906, 0
42.4062, 0
42.4219, 0
42.4375, 0
42.4531, 0
42.4688, 0
42.4844, 0
42.5, 0
42.5156, 0
42.5312, 0
42.5469, 0
42.5625, 0
42.5781, 0
42.5938, 0
42.6094, 0
42.625, 0
42.6406, 0
42.6562, 0
42.6719, 0
42.6875, 0
42.7031, 0
42.7188, 0
42.7344, 0
42.75, 0
42.7656, 0
42.7812, 0
42.7969, 0
42.8125, 0
42.8281, 0
42.8438, 0
42.8594, 0
42.875, 0
42.8906, 0
42.9062, 0
42.9219, 0
42.9375, 0
42.9531, 0
42.9688, 0
42.9844, 0
43, 0
43.0156, 0
43.0312, 0
43.0469, 0
43.0625, 0
43.0781, 0
43.0938, 0
43.1094, 0
43.125, 0
43.1406, 0
43.1562, 0
43.1719, 0
43.1875, 0
43.2031, 0
43.2188, 0
43.2344, 0
43.25, 0
43.2656, 0
43.2812, 0
43.2969, 0
43.3125, 0
43.3281, 0
43.3438, 0
43.3594, 0
43.375, 0
43.3906, 0
43.4062, 0
43.4219, 0
43.4375, 0
43.4531, 0
43.4688, 0
43.4844, 0
43.5, 0
43.5156, 0
43.5312, 0
43.5469, 0
43.5625, 0
43.5781, 0
43.5938, 0
43.6094, 0
43.625, 0
43.6406, 0
43.6562, 0
43.6719, 0
43.6875, 0
43.7031, 0
43.7188, 0
43.7344, 0
43.75, 0
43.7656, 0
43.7812, 0
43.7969, 0
43.8125, 0
43.8281, 0
43.8438, 0
43.8594, 0
43.875, 0
43.8906, 0
43.9062, 0
43.9219, 0
43.9375, 0
43.9531, 0
43.9688, 0
43.9844, 0
44, 0
44.0156, 0
44.0312, 0
44.0469, 0
44.0625, 0
44.0781, 0
44.0938, 0
44.1094, 0
44.125, 0
44.1406, 0
44.1562, 0
44.1719, 0
44.1875, 0
44.2031, 0
44.2188, 0
44.2344, 0
44.25, 0
44.2656, 0
44.2812, 0
44.2969, 0
44.3125, 0
44.3281, 0
44.3438, 0
44.3594, 0
44.375, 0
44.3906, 0
44.4062, 0
44.4219, 0
44.4375, 0
44.4531, 0
44.4688, 0
44.4844, 0
44.5, 0
44.5156, 0
44.5312, 0
44.5469, 0
44.5625, 0
44.5781, 0
44.5938, 0
44.6094, 0
44.625, 0
44.6406, 0
44.6562, 0
44.6719, 0
44.6875, 0
44.7031, 0
44.7188, 0
44.7344, 0
44.75, 0
44.7656, 0
44.7812, 0
44.7969, 0
44.8125, 0
44.8281, 0
44.8438, 0
44.8594, 0
44.875, 0
44.8906, 0
44.9062, 0
44.9219, 0
44.9375, 0
44.9531, 0
44.9688, 0
44.9844, 0
45, 0
45.0156, 0
45.0312, 0
45.0469, 0
45.0625, 0
45.0781, 0
45.0938, 0
45.1094, 0
45.125, 0
45.1406, 0
45.1562, 0
45.1719, 0
45.1875, 0
45.2031, 0
45.2188, 0
45.2344, 0
45.25, 0
45.2656, 0
45.2812, 0
45.2969, 0
45.3125, 0
45.3281, 0
45.3438, 0
45.3594, 0
45.375, 0
45.3906, 0
45.4062, 0
45.4219, 0
45.4375, 0
45.4531, 0
45.4688, 0
45.4844, 0
45.5, 0
45.5156, 0
45.5312, 0
45.5469, 0
45.5625, 0
45.5781, 0
45.5938, 0
45.6094, 0
45.625, 0
45.6406, 0
45.6562, 0
45.6719, 0
45.6875, 0
45.7031, 0
45.7188, 0
45.7344, 0
45.75, 0
45.7656, 0
45.7812, 0
45.7969, 0
45.8125, 0
45.8281, 0
45.8438, 0
45.8594, 0
45.875, 0
45.8906, 0
45.9062, 0
45.9219, 0
45.9375, 0
45.9531, 0
45.9688, 0
45.9844, 0
46, 0
46.0156, 0
46.0312, 0
46.0469, 0
46.0625, 0
46.0781, 0
46.0938, 0
46.1094, 0
46.125, 0
46.1406, 0
46.1562, 0
46.1719, 0
46.1875, 0
46.2031, 0
46.2188, 0
46.2344, 0
46.25, 0
46.2656, 0
46.2812, 0
46.2969, 0
46.3125, 0
46.3281, 0
46.3438, 0
46.3594, 0
46.375, 0
46.3906, 0
46.4062, 0
46.4219, 0
46.4375, 0
46.4531, 0
46.4688, 0
46.4844, 0
46.5, 0
46.5156, 0
46.5312, 0
46.5469, 0
46.5625, 0
46.5781, 0
46.5938, 0
46.6094, 0
46.625, 0
46.6406, 0
46.6562, 0
46.6719, 0
46.6875, 0
46.7031, 0
46.7188, 0
46.7344, 0
46.75, 0
46.7656, 0
46.7812, 0
46.7969, 0
46.8125, 0
46.8281, 0
46.8438, 0
46.8594, 0
46.875, 0
46.8906, 0
46.9062, 0
46.9219, 0
46.9375, 0
46.9531, 0
46.9688, 0
46.9844, 0
47, 0
47.0156, 0
47.0312, 0
47.0469, 0
47.0625, 0
47.0781, 0
47.0938, 0
47.1094, 0
47.125, 0
47.1406, 0
47.1562, 0
47.1719, 0
47.1875, 0
47.2031, 0
47.2188, 0
47.2344, 0
47.25, 0
47.2656, 0
47.2812, 0
47.2969, 0
47.3125, 0
47.3281, 0
47.3438, 0
47.3594, 0
47.375, 0
47.3906, 0
47.4062, 0
47.4219, 0
47.4375, 0
47.4531, 0
47.4688, 0
47.4844, 0
47.5, 0
47.5156, 0
47.5312, 0
47.5469, 0
47.5625, 0
47.5781, 0
47.5938, 0
47.6094, 0
47.625, 0
47.6406, 0
47.6562, 0
47.6719, 0
47.6875, 0
47.7031, 0
47.7188, 0
47.7344, 0
47.75, 0
47.7656, 0
47.7812, 0
47.7969, 0
47.8125, 0
47.8281, 0
47.8438, 0
47.8594, 0
47.875, 0
47.8906, 0
47.9062, 0
47.9219, 0
47.9375, 0
47.9531, 0
47.9688, 0
47.9844, 0
48, 0
48.0156, 0
48.0312, 0
48.0469, 0
48.0625, 0
48.0781, 0
48.0938, 0
48.1094, 0
48.125, 0
48.1406, 0
48.1562, 0
48.1719, 0
48.1875, 0
48.2031, 0
48.2188, 0
48.2344, 0
48.25, 0
48.2656, 0
48.2812, 0
48.2969, 0
48.3125, 0
48.3281, 0
48.3438, 0
48.3594, 0
48.375, 0
48.3906, 0
48.4062, 0
48.4219, 0
48.4375, 0
48.4531, 0
48.4688, 0
48.4844, 0
48.5, 0
48.5156, 0
48.5312, 0
48.5469, 0
48.5625, 0
48.5781, 0
48.5938, 0
48.6094, 0
48.625, 0
48.6406, 0
48.6562, 0
48.6719, 0
48.6875, 0
48.7031, 0
48.7188, 0
48.7344, 0
48.75, 0
48.7656, 0
48.7812, 0
48.7969, 0
48.8125, 0
48.8281, 0
48.8438, 0
48.8594, 0
48.875, 0
48.8906, 0
48.9062, 0
48.9219, 0
