t, y
0, 2
0.05, 2.05
0.1, 2.1025
0.15, 2.1575
0.2, 2.215
0.25, 2.275
0.3, 2.3375
0.35, 2.4025
0.4, 2.47
0.45, 2.54
0.5, 2.6125
0.55, 2.6875
0.6, 2.765
0.65, 2.845
0.7, 2.9275
0.75, 3.0125
0.8, 3.1
0.85, 3.19
0.9, 3.2825
0.95, 3.3775
1, 3.475
